fiscal_year,fiscal_period,department,division,merchant,category_description,transaction_date,amount
2024,12,DEPT OF EDUCATION,Workforce Support,OMNI WILLIAM PENN,Lodging,2024-06-25,770.64
2024,12,DEPT OF EDUCATION,Workforce Support,AMERICAN AIR0010283726979,Airline,2024-06-25,40.0
2024,12,DEPT OF EDUCATION,Workforce Support,SQ *ROMAN MESSENGER SERVI,Travel,2024-06-25,61.6
2024,12,DEPT OF EDUCATION,Workforce Support,HUDSON ST1807,News Dealers And Newsstands,2024-06-25,5.99
2024,12,DEPT OF EDUCATION,Workforce Support,AMERICAN AIR0010283726987,Airline,2024-06-25,40.0
2024,12,DEPT OF EDUCATION,Operations Support,AMAZON MKTPL*RG80P7Q51,Book Stores,2024-06-24,97.44
2024,12,DEPT OF EDUCATION,Other Items,DELTA AIR BAGGAGE FEE,Airline,2024-06-26,35.0
2024,12,DEPT OF EDUCATION,Other Items,KINGS AIRPORT SHUTTLE SER,Travel,2024-06-26,20.0
2024,12,DEPT OF EDUCATION,Other Items,MCDONALD'S F31413,Fast Food Restaurants,2024-06-26,8.88
2024,12,DEPT OF EDUCATION,Other Items,TST* WINTZELL'S OYSTER HO,Eating Places Restaurants,2024-06-26,17.05
2024,12,DEPT OF EDUCATION,Other Items,EDUCATORS RISING,Organizations Charitable And Social Services,2024-06-26,299.0
2024,12,DEPT OF EDUCATION,Other Items,PARKWHIZ INC.,Automobile Parking Lots And Garages,2024-06-25,101.76
2024,12,DEPT OF EDUCATION,Education Block Grants,SPACE CAMP,Organizations Charitable And Social Services,2024-06-26,999.0
2024,12,DEPT OF EDUCATION,Education Block Grants,AMERICAN AIR0012153219486,Airline,2024-06-25,449.96
2024,12,DEPT OF EDUCATION,Education Block Grants,NATIONAL CACFP SPONSORS,Schools Educational Svc-Not Elsewhere Classified,2024-06-26,149.0
2024,12,DEPT OF EDUCATION,Education Block Grants,NATIONAL CACFP SPONSORS,Schools Educational Svc-Not Elsewhere Classified,2024-06-26,149.0
2024,12,DEPT OF EDUCATION,Education Block Grants,NATIONAL CACFP SPONSORS,Schools Educational Svc-Not Elsewhere Classified,2024-06-26,149.0
2024,12,DEPT OF EDUCATION,Education Block Grants,WB MASON CO,Stationery-Office Supplies-Printing Writing Pap,2024-06-26,328.66
2024,12,CAESAR RODNEY SCHOOL DISTRICT,CAESAR RODNEY SCHOOL DISTRICT,SQ *CRHS RIDERZONE,Schools Educational Svc-Not Elsewhere Classified,2024-06-24,2594.0
2024,12,CAESAR RODNEY SCHOOL DISTRICT,CAESAR RODNEY SCHOOL DISTRICT,TRI STATE HVAC EQUIPMENT,Plumbing And Heating Equipment,2024-06-26,1296.02
2024,12,CAPITAL SCHOOL DISTRICT,Capital School District,TGI FRIDAYS 1887,Eating Places Restaurants,2024-06-27,159.8
2024,12,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,REGAL AWARDS UNLIMITED,Miscellaneous And Specialty Retail Stores,2024-06-26,42.08
2024,12,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,SQ *SUSSEX SHAVED ICE LL,Fast Food Restaurants,2024-06-26,948.0
2024,12,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,CROWD CONTROL WAREHOUS,Durable Goods Not Elsewhere Classified,2024-06-27,755.0
2024,12,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,CROWD CONTROL WAREHOUS,Durable Goods Not Elsewhere Classified,2024-06-27,2353.76
2024,12,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,2201 - SPRINKLERWHSE,Construction Materials Not Elsewhere Classified,2024-06-24,449.16
2024,12,LAUREL SCHOOL DISTRICT,Laurel School District,EINSTEIN BAGEL 5303,Eating Places Restaurants,2024-06-24,4.5
2024,12,LAUREL SCHOOL DISTRICT,Laurel School District,THE LOCAL EMBASSY STES FB,Eating Places Restaurants,2024-06-24,62.32
2024,12,LAUREL SCHOOL DISTRICT,Laurel School District,DD DOORDASH CITYBARBE,Eating Places Restaurants,2024-06-26,87.74
2024,12,LAUREL SCHOOL DISTRICT,Laurel School District,SC PLAINFIELD,Eating Places Restaurants,2024-06-26,95.57
2024,12,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,AMAZON MKTPL*RC14D9GT0,Book Stores,2024-06-25,369.93
2024,12,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,APPLE.COM/BILL,Large Digital Goods Merchant,2024-06-26,2.99
2024,12,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,THE HOME DEPOT 1604,Home Supply Warehouse Stores,2024-06-25,99.0
2024,12,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,VISTAPRINT,Miscellaneous Publishing And Printing,2024-06-24,79.98
2024,12,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,MID SOUTH AUDIO LLC,Contractors Special Trade-Not Elsewhere Classified,2024-06-26,20.58
2024,12,SEAFORD SCHOOL DISTRICT,Seaford School District,AMZN MKTP US*RG2SA4SH1,Book Stores,2024-06-24,46.7
2024,12,SEAFORD SCHOOL DISTRICT,Seaford School District,AMAZON.COM*RC25O4JL0,Book Stores,2024-06-24,198.0
2024,12,SEAFORD SCHOOL DISTRICT,Seaford School District,WALMART.COM,Discount Stores,2024-06-25,-77.76
2024,12,SEAFORD SCHOOL DISTRICT,Seaford School District,PAYPAL *DELAWAREASS,Organizations Membership-Not Elsewhere Classified,2024-06-24,500.0
2024,12,SEAFORD SCHOOL DISTRICT,Seaford School District,WALMART.COM,Discount Stores,2024-06-26,-77.76
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,IN *LEFT HAND DESIGN LLC,Professional Services-Not Elsewhere Classified,2024-06-24,2587.5
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMZN MKTP US*RC2FD4MS0,Book Stores,2024-06-26,35.06
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON MKTPL*RG2TO0R42,Book Stores,2024-06-25,39.6
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,TRACTOR SUPPLY #2122,Misc-Auto-Aircraft-Farm Equip Not Elsewhere Class,2024-06-24,24.99
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,TRACTOR SUPPLY #2122,Misc-Auto-Aircraft-Farm Equip Not Elsewhere Class,2024-06-24,55.27
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON.COM*RG2HT2921,Book Stores,2024-06-25,24.99
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,SOUTHWES 5262532503974,Airline,2024-06-25,14.48
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON MKTPL*RC14J08Y0,Book Stores,2024-06-26,6.99
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON MKTPL*RG48C4WR1,Book Stores,2024-06-25,14.99
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON MKTPL*RC2N34PZ0,Book Stores,2024-06-25,160.77
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON MKTPL*RC6NM3XW0,Book Stores,2024-06-25,82.62
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMERICAN AIR0012153480222,Airline,2024-06-25,769.95
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMERICAN AIR0010654330402,Airline,2024-06-25,84.74
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,DOLLAR GENERAL 14910,Variety Stores,2024-06-25,11.5
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,MARRIOTT MARQUIS WASH,Lodging,2024-06-26,300.0
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON MKTPL*RC1BG55S0,Book Stores,2024-06-26,33.51
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,HOMEDEPOT.COM,Home Supply Warehouse Stores,2024-06-25,199.0
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON MKTPL*RG36X2SM1,Book Stores,2024-06-24,66.51
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,MARRIOTT MARQUIS WASH,Lodging,2024-06-26,300.0
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,WALMART.COM,Discount Stores,2024-06-24,188.0
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,SCHOOLSIN,Miscellaneous General Merchandise,2024-06-26,3005.29
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,MILFORD BUS And TRUCK SERV,Auto Truck Dlrs-Sales Svc Reprs Prts Leasing,2024-06-26,265.39
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,MARRIOTT MARQUIS WASH,Lodging,2024-06-26,300.0
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,WALGREENS #11075,Drug Stores Pharmacies,2024-06-25,2.69
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON.COM*RC6R72V00,Book Stores,2024-06-25,31.86
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON MKTPL*RC8756O72,Book Stores,2024-06-26,253.06
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON MKTPL*RC0LT7H20,Book Stores,2024-06-26,94.98
2024,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,TOTALLY PROMOTIONAL,Miscellaneous Publishing And Printing,2024-06-24,1428.56
2024,12,BRANDYWINE SCHOOL DISTRICT,Brandywine School District,SP HARKLA,Miscellaneous General Merchandise,2024-06-24,798.0
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,LOWES #00907*,Home Supply Warehouse Stores,2024-06-26,828.0
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,MPIX,Photo Developing Photofinishing Laboratories,2024-06-26,25.95
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,GAYLORD OPRY RESORT,Lodging,2024-06-24,-0.02
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,SIGNATURE TRANSPORTATION,Transportation Services Not Elsewhere Classified,2024-06-24,135.06
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,HYATT PLACE DENVER DOWNT,Lodging,2024-06-26,1083.42
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,FLORIDA LEAGUE OF IB SCH,Schools Elementary And Secondary,2024-06-26,1170.0
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,LOEWS HOTELS,Lodging,2024-06-24,1030.52
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,AMTRAK .COM 1620748530189,Travel,2024-06-24,-99.0
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,GAYLORD OPRY RESORT,Lodging,2024-06-24,-0.02
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,LOEWS HOTELS,Lodging,2024-06-24,1030.52
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,LOEWS HOTELS,Lodging,2024-06-24,1030.52
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,HYATT REGENCY DENVER CC,Lodging,2024-06-25,692.18
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,AIRPORTEXPRESS.COM,Transportation Services Not Elsewhere Classified,2024-06-26,261.56
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,LIMO EXCHANGE/BUKER LIMO,Travel,2024-06-24,198.0
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,GAYLORD OPRY RESORT,Lodging,2024-06-24,-0.02
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,GAYLORD OPRY RESORT,Lodging,2024-06-24,-0.02
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,GAYLORD OPRY RESORT,Lodging,2024-06-24,31.2
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,UNIVERSAL TICKET RESERV,Amusement Parks Carnivals Circus Fortune Tellers,2024-06-26,3115.25
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,GAYLORD OPRY RESORT,Lodging,2024-06-24,-0.02
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,GAYLORD OPRY RESORT,Lodging,2024-06-24,-0.02
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,GAYLORD OPRY RESORT,Lodging,2024-06-24,-0.02
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,LOEWS HOTELS,Lodging,2024-06-24,1030.52
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,LOEWS HOTELS,Lodging,2024-06-24,1030.52
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,CANVA* I04193-53583633,Photographic Studios,2024-06-25,119.99
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,LOEWS HOTELS,Lodging,2024-06-24,1030.52
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,LOEWS HOTELS,Lodging,2024-06-24,1030.52
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,LOEWS HOTELS,Lodging,2024-06-24,1030.52
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,LOEWS HOTELS,Lodging,2024-06-24,1030.52
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,THE NEWS JOURNAL,Direct Marketing-Continuity-Subscription Merchants,2024-06-25,12.99
2024,12,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,SOCIETYFORHUMANRESOURCE,Professional Services-Not Elsewhere Classified,2024-06-26,400.0
2024,12,CHRISTINA SCHOOL DISTRICT,Christina School District,CSC STATION,Business Services-Not Elsewhere Classified,2024-06-24,100.0
2024,12,COLONIAL SCHOOL DISTRICT,Colonial School District,NCSM 2023,Organizations Membership-Not Elsewhere Classified,2024-06-26,420.0
2024,12,COLONIAL SCHOOL DISTRICT,Colonial School District,USPS.COM POSTAL STORE,Postal Services-Government Only,2024-06-24,138.35
2024,12,COLONIAL SCHOOL DISTRICT,Colonial School District,MSFT * E0300SP59B,Computers Computer Peripheral Equipment Software,2024-06-25,6642.53
2024,12,COLONIAL SCHOOL DISTRICT,Colonial School District,NCSM 2023,Organizations Membership-Not Elsewhere Classified,2024-06-26,420.0
2024,12,COLONIAL SCHOOL DISTRICT,Colonial School District,NCSM 2023,Organizations Membership-Not Elsewhere Classified,2024-06-26,430.0
2024,12,COLONIAL SCHOOL DISTRICT,Colonial School District,NCSM 2023,Organizations Membership-Not Elsewhere Classified,2024-06-26,430.0
2024,12,WOODBRIDGE SCHOOL DISTRICT,Woodbridge School District,MAGNATAG INC,Durable Goods Not Elsewhere Classified,2024-06-25,71.38
2024,12,WOODBRIDGE SCHOOL DISTRICT,Woodbridge School District,WM SUPERCENTER #1741,Grocery Stores Supermarkets,2024-06-24,11.76
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722789,Airline,2024-06-25,40.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,SUPER HERO SNACKS 090560,Fast Food Restaurants,2024-06-26,3.75
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,SOUTHWES 5262532795465,Airline,2024-06-26,290.46
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AIR0012153648308,Airline,2024-06-26,116.47
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AIR0010654374600,Airline,2024-06-26,11.86
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,DAZBOG 42 CONVETION C,Fast Food Restaurants,2024-06-24,7.05
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,SQ *SHAKE SHACK,Eating Places Restaurants,2024-06-24,19.73
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,DAZBOG 42 CONVETION C,Fast Food Restaurants,2024-06-26,16.38
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,NOOBAR MARKET,Misc Food Store-Convenience Mrkt Splty Vendng Macs,2024-06-25,15.79
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,UBER TRIP,Travel,2024-06-26,49.94
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0012603723059,Airline,2024-06-25,100.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722570,Airline,2024-06-25,40.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,LARD LAD CART 01200682,Fast Food Restaurants,2024-06-26,4.78
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,EXPO EATS 01200799,Fast Food Restaurants,2024-06-26,10.98
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,CABANA BAY BEACH RST FB,Eating Places Restaurants,2024-06-25,291.38
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,INTERNATIONAL TRANSACTION,Internal Transaction,2024-06-24,3.75
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,IN *IMMIGRATION LAW OFFIC,Attorneys Legal Services,2024-06-25,2440.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,IN *IMMIGRATION LAW OFFIC,Attorneys Legal Services,2024-06-25,2440.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,MAGGIANOS DWNTWN DENVER,Eating Places Restaurants,2024-06-24,41.4
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,DAZBOG 42 CONVETION C,Fast Food Restaurants,2024-06-25,32.38
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,DAZBOG 42 CONVETION C,Fast Food Restaurants,2024-06-25,7.05
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,MAGGIANOS DWNTWN DENVER,Eating Places Restaurants,2024-06-24,41.18
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,3 MARGARITAS FAMILY RESTA,Bar Lounge Disco Nightclub Tavern-Alcoholic Drinks,2024-06-25,34.99
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,MAGGIANOS DWNTWN DENVER,Eating Places Restaurants,2024-06-24,41.18
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,EXPO EATS 01200799,Fast Food Restaurants,2024-06-26,8.3
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,UBER TRIP,Travel,2024-06-27,18.67
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,LARD LAD CART 01200682,Fast Food Restaurants,2024-06-26,7.98
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,INDEPENDENCE PRIME,Eating Places Restaurants,2024-06-25,27.87
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,SUBWAY 60332,Fast Food Restaurants,2024-06-25,9.98
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0014437220911,Airline,2024-06-24,35.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,HILTON RIVER BLENDS,Bar Lounge Disco Nightclub Tavern-Alcoholic Drinks,2024-06-25,9.62
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,RAISING CANES 0135,Fast Food Restaurants,2024-06-25,12.11
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,MEZZOGIORNO MARKET,Misc Food Store-Convenience Mrkt Splty Vendng Macs,2024-06-25,9.33
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,INDEPENDENCE PRIME,Eating Places Restaurants,2024-06-25,27.16
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0012153040815,Airline,2024-06-24,28.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,WAWA 837,Service Stations With Or Without Ancillary Service,2024-06-25,8.08
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,UBER TRIP,Travel,2024-06-27,12.98
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,BAKER'S HARDWARE,Hardware Stores,2024-06-26,51.98
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,CABANA BAY BEACH RST FB,Eating Places Restaurants,2024-06-25,20.82
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722388,Airline,2024-06-25,85.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722329,Airline,2024-06-25,40.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722405,Airline,2024-06-25,40.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722369,Airline,2024-06-25,40.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722345,Airline,2024-06-25,40.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722397,Airline,2024-06-25,45.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722430,Airline,2024-06-25,40.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722415,Airline,2024-06-25,40.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722361,Airline,2024-06-25,40.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722377,Airline,2024-06-25,40.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,UBER TRIP,Travel,2024-06-27,19.09
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,DSCYF CRIMINAL HIST,Colleges Univ Pro Schools Junior Colleges,2024-06-26,28.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,UBER TRIP,Travel,2024-06-27,7.92
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,CABANA BAY BEACH RST FB,Eating Places Restaurants,2024-06-25,20.57
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,ANTOJITOS AUTH00107524,Eating Places Restaurants,2024-06-26,234.43
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,DSCYF CRIMINAL HIST,Colleges Univ Pro Schools Junior Colleges,2024-06-24,14.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722758,Airline,2024-06-25,40.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,PCM TRAVELS,Travel,2024-06-24,249.7
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,GRAND HYATT DENVER,Eating Places Restaurants,2024-06-24,19.82
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,LOVE GRILLE MARKET,Misc Food Store-Convenience Mrkt Splty Vendng Macs,2024-06-25,12.52
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,DELAWARE STATE UNI,Organizations Charitable And Social Services,2024-06-25,1000.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,WM SUPERCENTER #4332,Grocery Stores Supermarkets,2024-06-26,39.21
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,IN *IMMIGRATION LAW OFFIC,Attorneys Legal Services,2024-06-25,4940.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,3 MARGARITAS FAMILY RESTA,Bar Lounge Disco Nightclub Tavern-Alcoholic Drinks,2024-06-25,34.99
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,COLORADO CONVENTION CE,Eating Places Restaurants,2024-06-24,6.5
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,DD DOORDASH PIZZALUNA,Eating Places Restaurants,2024-06-25,31.2
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,INDEPENDENCE PRIME,Eating Places Restaurants,2024-06-25,29.47
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722319,Airline,2024-06-25,40.0
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,WAWA 811,Misc Food Store-Convenience Mrkt Splty Vendng Macs,2024-06-26,13.52
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,UBER TRIP,Travel,2024-06-25,42.93
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,HILTON HOTELS RM SERV,Bar Lounge Disco Nightclub Tavern-Alcoholic Drinks,2024-06-25,45.27
2024,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,AMERICAN AI 0010283722410,Airline,2024-06-25,40.0
2024,12,DELMAR SCHOOL DISTRICT,Delmar School District,KFC W750243,Eating Places Restaurants,2024-06-26,6.38
2024,12,DELMAR SCHOOL DISTRICT,Delmar School District,SUBWAY 65345,Fast Food Restaurants,2024-06-26,12.4
2024,12,DELMAR SCHOOL DISTRICT,Delmar School District,PIZZA HUT 26541,Eating Places Restaurants,2024-06-26,10.11
2024,12,DELMAR SCHOOL DISTRICT,Delmar School District,HOTELSCOM7283582937667,Travel,2024-06-26,-1476.62
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,HERTZ CAR RENTAL,Car Rental,2024-06-26,14.01
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,UBER TRIP,Travel,2024-06-27,23.46
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-24,25.0
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-24,25.0
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,2024-06-24,25.0
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,UBER TRIP,Travel,2024-06-26,23.48
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,MARRIOTT MARQUISHOUSTO,Lodging,2024-06-26,1419.09
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,MARRIOTT MARQUISHOUSTO,Lodging,2024-06-26,1419.09
2024,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,AMERICAN AI 0014437269595,Airline,2024-06-24,35.0
